時間帯,年齢,性別,来場者数
2019-09-18 15:00:00,50代,女性,1
2019-09-19 09:00:00,30代,女性,1
2019-09-19 09:00:00,50代,女性,1
2019-09-19 09:00:00,70代以上,女性,1
2019-09-19 09:00:00,70代以上,男性,1
2019-09-19 10:00:00,70代以上,女性,1
2019-09-19 12:00:00,10代,男性,1
2019-09-19 12:00:00,30代,女性,1
2019-09-19 12:00:00,50代,男性,1
2019-09-19 12:00:00,70代以上,女性,1
2019-09-19 15:00:00,50代,女性,1
2019-09-20 09:00:00,50代,女性,1
2019-09-20 09:00:00,50代,男性,1
2019-09-20 09:00:00,70代以上,女性,1
2019-09-20 10:00:00,30代,女性,2
2019-09-20 12:00:00,10代,女性,1
2019-09-20 12:00:00,30代,女性,2
2019-09-20 12:00:00,30代,男性,1
2019-09-20 13:00:00,50代,女性,1
2019-09-21 09:00:00,10代,女性,1
2019-09-21 09:00:00,30代,男性,1
2019-09-21 09:00:00,50代,女性,1
2019-09-21 10:00:00,50代,女性,1
2019-09-21 10:00:00,70代以上,女性,1
2019-09-21 10:00:00,70代以上,男性,1
2019-09-21 12:00:00,30代,女性,1
2019-09-21 13:00:00,30代,女性,1
2019-09-21 13:00:00,50代,女性,1
2019-09-21 14:00:00,10代,女性,1
2019-09-21 14:00:00,30代,女性,1
2019-09-22 09:00:00,10代,男性,1
2019-09-22 09:00:00,30代,女性,1
2019-09-22 09:00:00,50代,女性,3
2019-09-22 12:00:00,30代,女性,1
2019-09-22 12:00:00,30代,男性,1
2019-09-22 12:00:00,70代以上,男性,1
2019-09-22 13:00:00,30代,女性,1
2019-09-22 14:00:00,30代,男性,1
2019-09-23 09:00:00,30代,女性,2
2019-09-23 10:00:00,10代,男性,1
2019-09-23 10:00:00,50代,女性,1
2019-09-23 10:00:00,50代,男性,1
2019-09-23 12:00:00,10代,男性,1
2019-09-23 12:00:00,30代,女性,1
2019-09-23 12:00:00,70代以上,女性,1
2019-09-23 13:00:00,30代,女性,2
2019-09-24 09:00:00,10代,女性,2
2019-09-24 09:00:00,30代,女性,1
2019-09-24 09:00:00,30代,男性,1
2019-09-24 09:00:00,50代,女性,1
2019-09-24 13:00:00,30代,女性,2
2019-09-24 13:00:00,70代以上,女性,2
2019-09-25 09:00:00,30代,男性,1
2019-09-25 09:00:00,50代,女性,1
2019-09-25 10:00:00,10代,女性,1
2019-09-25 10:00:00,30代,女性,2
2019-09-25 13:00:00,30代,女性,2
2019-09-25 13:00:00,70代以上,男性,2
2019-09-25 15:00:00,30代,女性,1
2019-09-25 15:00:00,50代,男性,1
2019-09-26 10:00:00,10代,女性,1
2019-09-26 10:00:00,30代,男性,1
2019-09-26 10:00:00,50代,女性,1
2019-09-26 10:00:00,50代,男性,1
2019-09-26 10:00:00,70代以上,男性,1
2019-09-26 12:00:00,30代,女性,1
2019-09-26 12:00:00,70代以上,男性,1
2019-09-26 14:00:00,30代,女性,1
2019-09-26 14:00:00,50代,女性,1
2019-09-26 16:00:00,50代,女性,1
2019-09-27 09:00:00,10代,女性,1
2019-09-27 09:00:00,30代,女性,1
2019-09-27 09:00:00,50代,男性,2
2019-09-27 12:00:00,10代,男性,2
2019-09-27 12:00:00,30代,女性,1
2019-09-27 12:00:00,50代,女性,1
2019-09-27 12:00:00,70代以上,男性,1
2019-09-28 09:00:00,10代,女性,1
2019-09-28 09:00:00,30代,女性,3
2019-09-28 11:00:00,10代,女性,2
2019-09-28 13:00:00,50代,男性,1
2019-09-28 14:00:00,70代以上,男性,1
2019-09-29 09:00:00,30代,男性,2
2019-09-29 09:00:00,70代以上,男性,1
2019-09-29 10:00:00,30代,男性,1
2019-09-29 10:00:00,50代,男性,2
2019-09-29 11:00:00,50代,女性,1
2019-09-29 12:00:00,50代,女性,1
2019-09-29 13:00:00,30代,女性,1
2019-09-29 13:00:00,50代,男性,1
2019-09-30 10:00:00,50代,男性,1
2019-09-30 11:00:00,30代,男性,1
2019-09-30 11:00:00,50代,男性,1
2019-09-30 12:00:00,30代,女性,1
2019-09-30 12:00:00,50代,男性,1
2019-09-30 13:00:00,30代,男性,1
2019-09-30 14:00:00,30代,男性,1
2019-09-30 14:00:00,50代,女性,1
2019-09-30 14:00:00,50代,男性,2
2019-09-30 14:00:00,70代以上,女性,1
2019-09-30 15:00:00,10代,女性,1
2019-10-01 09:00:00,20代,男性,1
2019-10-01 09:00:00,40代,男性,1
2019-10-01 09:00:00,70代以上,女性,1
2019-10-01 10:00:00,50代,女性,1
2019-10-01 10:00:00,50代,男性,1
2019-10-01 13:00:00,20代,女性,2
2019-10-01 14:00:00,50代,女性,1
2019-10-01 14:00:00,60代,女性,1
2019-10-01 15:00:00,50代,女性,1
2019-10-02 09:00:00,70代以上,男性,1
2019-10-02 10:00:00,60代,男性,1
2019-10-02 11:00:00,30代,女性,1
2019-10-02 11:00:00,60代,女性,1
2019-10-02 12:00:00,40代,男性,1
2019-10-02 13:00:00,20代,女性,1
2019-10-02 13:00:00,30代,女性,1
2019-10-02 13:00:00,30代,男性,1
2019-10-02 13:00:00,60代,女性,1
2019-10-03 09:00:00,30代,男性,1
2019-10-03 09:00:00,60代,男性,1
2019-10-03 10:00:00,20代,女性,1
2019-10-03 10:00:00,40代,男性,1
2019-10-03 11:00:00,60代,女性,1
2019-10-03 13:00:00,60代,女性,1
2019-10-03 14:00:00,50代,女性,1
2019-10-03 14:00:00,60代,女性,1
2019-10-03 16:00:00,20代,男性,1
2019-10-03 16:00:00,50代,女性,1
2019-10-04 09:00:00,30代,女性,1
2019-10-04 10:00:00,30代,女性,1
2019-10-04 10:00:00,50代,女性,1
2019-10-04 11:00:00,70代以上,男性,2
2019-10-04 12:00:00,10代,女性,1
2019-10-04 12:00:00,40代,女性,1
2019-10-04 13:00:00,20代,女性,1
2019-10-04 13:00:00,40代,女性,1
2019-10-04 13:00:00,60代,男性,1
2019-10-05 09:00:00,50代,女性,1
2019-10-05 10:00:00,40代,男性,1
2019-10-05 10:00:00,60代,女性,1
2019-10-05 10:00:00,60代,男性,1
2019-10-05 10:00:00,70代以上,女性,1
2019-10-05 14:00:00,20代,女性,1
2019-10-05 14:00:00,30代,男性,1
2019-10-06 09:00:00,20代,女性,1
2019-10-06 09:00:00,50代,女性,2
2019-10-06 09:00:00,50代,男性,1
2019-10-06 10:00:00,40代,女性,1
2019-10-06 12:00:00,40代,女性,1
2019-10-06 14:00:00,20代,男性,1
2019-10-06 14:00:00,40代,女性,1
2019-10-06 15:00:00,20代,女性,1
2019-10-07 09:00:00,50代,女性,1
2019-10-07 10:00:00,50代,男性,1
2019-10-07 10:00:00,60代,女性,1
2019-10-07 10:00:00,70代以上,女性,1
2019-10-07 10:00:00,70代以上,男性,1
2019-10-07 11:00:00,70代以上,女性,1
2019-10-07 13:00:00,50代,女性,1
2019-10-07 13:00:00,50代,男性,1
2019-10-07 13:00:00,60代,女性,1
2019-10-07 14:00:00,20代,女性,1
2019-10-07 15:00:00,60代,男性,1
2019-10-08 09:00:00,10代,女性,1
2019-10-08 09:00:00,60代,女性,1
2019-10-08 10:00:00,20代,男性,1
2019-10-08 10:00:00,60代,女性,1
2019-10-08 10:00:00,60代,男性,1
2019-10-08 11:00:00,20代,男性,1
2019-10-08 13:00:00,40代,女性,1
2019-10-08 13:00:00,50代,女性,1
2019-10-08 13:00:00,50代,男性,1
2019-10-08 14:00:00,40代,女性,1
2019-10-08 14:00:00,50代,女性,1
2019-10-09 09:00:00,30代,女性,1
2019-10-09 09:00:00,50代,男性,2
2019-10-09 09:00:00,60代,女性,1
2019-10-09 09:00:00,70代以上,女性,1
2019-10-09 10:00:00,20代,男性,1
2019-10-09 12:00:00,30代,女性,1
2019-10-09 12:00:00,40代,女性,1
2019-10-09 13:00:00,30代,男性,1
2019-10-09 13:00:00,60代,女性,1
2019-10-10 09:00:00,40代,女性,1
2019-10-10 09:00:00,50代,女性,2
2019-10-10 10:00:00,50代,女性,1
2019-10-10 10:00:00,60代,女性,1
2019-10-10 13:00:00,40代,女性,1
2019-10-10 13:00:00,50代,女性,1
2019-10-10 13:00:00,60代,女性,1
2019-10-10 13:00:00,70代以上,男性,1
2019-10-10 14:00:00,30代,男性,2
2019-10-11 10:00:00,30代,女性,3
2019-10-11 11:00:00,30代,女性,1
2019-10-11 11:00:00,50代,男性,1
2019-10-11 12:00:00,30代,女性,1
2019-10-11 12:00:00,60代,女性,1
2019-10-11 12:00:00,70代以上,女性,2
2019-10-11 13:00:00,50代,女性,1
2019-10-13 11:00:00,40代,女性,1
2019-10-13 12:00:00,30代,男性,1
2019-10-13 12:00:00,50代,男性,1
2019-10-13 12:00:00,60代,男性,1
2019-10-13 13:00:00,10代,女性,1
2019-10-13 13:00:00,50代,女性,1
2019-10-14 09:00:00,30代,女性,1
2019-10-14 09:00:00,30代,男性,1
2019-10-14 09:00:00,60代,女性,1
2019-10-14 09:00:00,70代以上,女性,1
2019-10-14 10:00:00,30代,女性,1
2019-10-14 10:00:00,50代,女性,1
2019-10-14 10:00:00,70代以上,女性,1
2019-10-14 12:00:00,30代,男性,1
2019-10-14 12:00:00,60代,男性,1
2019-10-14 13:00:00,40代,女性,1
2019-10-14 13:00:00,50代,女性,1
2019-10-14 13:00:00,50代,男性,2
2019-10-15 09:00:00,30代,女性,1
2019-10-15 09:00:00,30代,男性,1
2019-10-15 09:00:00,50代,女性,1
2019-10-15 10:00:00,40代,男性,1
2019-10-15 10:00:00,50代,女性,2
2019-10-15 12:00:00,60代,男性,1
2019-10-15 13:00:00,60代,女性,1
2019-10-15 13:00:00,60代,男性,1
2019-10-15 13:00:00,70代以上,女性,1
2019-10-16 10:00:00,50代,女性,1
2019-10-16 10:00:00,50代,男性,1
2019-10-16 10:00:00,70代以上,女性,2
2019-10-16 10:00:00,70代以上,男性,1
2019-10-16 13:00:00,50代,男性,1
2019-10-16 13:00:00,60代,男性,1
2019-10-16 13:00:00,70代以上,男性,1
2019-10-16 14:00:00,50代,男性,1
2019-10-16 15:00:00,50代,女性,1
2019-10-16 15:00:00,70代以上,女性,1
2019-10-17 10:00:00,50代,女性,1
2019-10-17 10:00:00,70代以上,女性,1
2019-10-17 11:00:00,30代,男性,1
2019-10-17 11:00:00,50代,女性,1
2019-10-17 11:00:00,60代,男性,1
2019-10-17 11:00:00,70代以上,女性,1
2019-10-17 12:00:00,50代,女性,1
2019-10-17 13:00:00,70代以上,女性,1
2019-10-17 13:00:00,70代以上,男性,1
2019-10-17 14:00:00,40代,女性,1
2019-10-17 14:00:00,50代,女性,1
2019-10-18 10:00:00,10代,女性,1
2019-10-18 10:00:00,20代,男性,2
2019-10-18 10:00:00,50代,女性,1
2019-10-18 10:00:00,70代以上,女性,1
2019-10-18 10:00:00,70代以上,男性,2
2019-10-18 12:00:00,60代,男性,1
2019-10-18 13:00:00,50代,女性,1
2019-10-18 13:00:00,60代,女性,1
2019-10-18 13:00:00,60代,男性,1
2019-10-19 09:00:00,60代,女性,1
2019-10-19 10:00:00,20代,女性,1
2019-10-19 10:00:00,30代,男性,1
2019-10-19 10:00:00,40代,男性,1
2019-10-19 10:00:00,50代,女性,1
2019-10-19 12:00:00,30代,男性,1
2019-10-19 12:00:00,40代,男性,1
2019-10-19 12:00:00,60代,女性,1
2019-10-19 13:00:00,20代,女性,1
2019-10-19 13:00:00,60代,女性,1
2019-10-19 14:00:00,20代,女性,2
2019-10-19 15:00:00,20代,女性,1
2019-10-19 15:00:00,30代,女性,1
2019-10-20 09:00:00,20代,女性,1
2019-10-20 09:00:00,40代,女性,1
2019-10-20 09:00:00,50代,女性,1
2019-10-20 10:00:00,50代,女性,1
2019-10-20 11:00:00,50代,男性,1
2019-10-20 12:00:00,30代,男性,2
2019-10-20 12:00:00,70代以上,女性,1
2019-10-20 13:00:00,30代,女性,1
2019-10-20 13:00:00,60代,女性,1
2019-10-20 15:00:00,20代,男性,1
2019-10-21 09:00:00,20代,女性,1
2019-10-21 09:00:00,30代,女性,2
2019-10-21 10:00:00,30代,女性,1
2019-10-21 10:00:00,50代,男性,1
2019-10-21 12:00:00,30代,女性,1
2019-10-21 12:00:00,40代,男性,1
2019-10-21 12:00:00,50代,男性,1
2019-10-21 12:00:00,70代以上,女性,1
2019-10-21 13:00:00,20代,女性,1
2019-10-21 13:00:00,20代,男性,1
2019-10-21 13:00:00,30代,女性,1
2019-10-22 09:00:00,30代,男性,1
2019-10-22 10:00:00,20代,男性,1
2019-10-22 10:00:00,30代,男性,1
2019-10-22 10:00:00,60代,男性,1
2019-10-22 11:00:00,70代以上,女性,1
2019-10-22 12:00:00,10代,男性,1
2019-10-22 12:00:00,30代,女性,1
2019-10-22 12:00:00,70代以上,女性,1
2019-10-22 13:00:00,60代,女性,1
2019-10-22 14:00:00,20代,男性,1
2019-10-23 09:00:00,50代,女性,1
2019-10-23 09:00:00,60代,男性,1
2019-10-23 10:00:00,70代以上,女性,1
2019-10-23 12:00:00,70代以上,女性,1
2019-10-23 13:00:00,40代,女性,1
2019-10-23 13:00:00,70代以上,女性,1
2019-10-23 14:00:00,50代,女性,1
2019-10-23 14:00:00,70代以上,男性,1
2019-10-24 09:00:00,50代,男性,1
2019-10-24 10:00:00,60代,女性,1
2019-10-24 11:00:00,50代,女性,1
2019-10-24 12:00:00,70代以上,女性,1
2019-10-24 13:00:00,40代,女性,1
2019-10-24 13:00:00,50代,女性,2
2019-10-25 10:00:00,40代,女性,2
2019-10-25 10:00:00,60代,女性,1
2019-10-25 10:00:00,70代以上,女性,1
2019-10-25 11:00:00,20代,女性,1
2019-10-25 12:00:00,40代,女性,1
2019-10-25 12:00:00,60代,女性,1
2019-10-25 12:00:00,70代以上,女性,1
2019-10-25 13:00:00,20代,女性,1
2019-10-25 13:00:00,50代,女性,1
2019-10-26 09:00:00,20代,男性,1
2019-10-26 09:00:00,30代,女性,1
2019-10-26 09:00:00,40代,女性,1
2019-10-26 09:00:00,60代,女性,2
2019-10-26 10:00:00,30代,女性,1
2019-10-26 10:00:00,60代,女性,1
2019-10-26 12:00:00,20代,女性,1
2019-10-26 12:00:00,20代,男性,1
2019-10-26 12:00:00,50代,男性,1
2019-10-26 12:00:00,60代,男性,1
2019-10-27 09:00:00,30代,女性,1
2019-10-27 09:00:00,40代,男性,2
2019-10-27 09:00:00,50代,女性,2
2019-10-27 09:00:00,50代,男性,1
2019-10-27 09:00:00,60代,女性,1
2019-10-27 13:00:00,20代,男性,2
2019-10-27 13:00:00,40代,女性,1
2019-10-27 14:00:00,40代,女性,2
2019-10-28 09:00:00,60代,女性,2
2019-10-28 10:00:00,20代,男性,1
2019-10-28 10:00:00,50代,女性,1
2019-10-28 10:00:00,70代以上,女性,1
2019-10-28 12:00:00,30代,女性,1
2019-10-28 12:00:00,60代,女性,1
2019-10-28 13:00:00,60代,女性,1
2019-10-28 14:00:00,40代,男性,1
2019-10-28 14:00:00,50代,女性,1
2019-10-29 10:00:00,60代,女性,1
2019-10-29 10:00:00,70代以上,女性,2
2019-10-29 10:00:00,70代以上,男性,3
2019-10-29 13:00:00,30代,女性,1
2019-10-29 14:00:00,40代,女性,1
2019-10-29 14:00:00,40代,男性,1
2019-10-29 14:00:00,60代,女性,1
2019-10-29 14:00:00,60代,男性,1
2019-10-29 14:00:00,70代以上,女性,1
2019-10-30 09:00:00,50代,女性,1
2019-10-30 09:00:00,60代,男性,1
2019-10-30 09:00:00,70代以上,女性,3
2019-10-30 10:00:00,70代以上,女性,1
2019-10-30 12:00:00,60代,女性,1
2019-10-30 13:00:00,40代,女性,1
2019-10-30 13:00:00,60代,男性,1
2019-10-30 14:00:00,20代,男性,1
2019-10-30 14:00:00,50代,女性,1
2019-10-31 09:00:00,60代,女性,1
2019-10-31 10:00:00,30代,女性,2
2019-10-31 10:00:00,50代,女性,1
2019-10-31 10:00:00,70代以上,男性,1
2019-10-31 12:00:00,20代,女性,1
2019-10-31 12:00:00,20代,男性,1
2019-10-31 12:00:00,50代,女性,1
2019-10-31 12:00:00,50代,男性,1
2019-10-31 12:00:00,70代以上,女性,1
2019-11-01 09:00:00,40代,女性,1
2019-11-01 09:00:00,50代,女性,1
2019-11-01 09:00:00,60代,男性,2
2019-11-01 10:00:00,40代,男性,1
2019-11-01 10:00:00,70代以上,女性,1
2019-11-01 11:00:00,60代,女性,1
2019-11-01 11:00:00,60代,男性,1
2019-11-01 12:00:00,10代,女性,1
2019-11-01 12:00:00,20代,女性,1
2019-11-01 12:00:00,50代,女性,1
2019-11-01 12:00:00,60代,男性,2
2019-11-01 13:00:00,50代,女性,1
2019-11-02 09:00:00,20代,女性,1
2019-11-02 09:00:00,40代,女性,2
2019-11-02 09:00:00,50代,男性,1
2019-11-02 10:00:00,40代,男性,1
2019-11-02 12:00:00,20代,男性,1
2019-11-02 12:00:00,40代,男性,1
2019-11-02 13:00:00,70代以上,女性,1
2019-11-03 09:00:00,30代,男性,1
2019-11-03 09:00:00,40代,女性,1
2019-11-03 09:00:00,40代,男性,1
2019-11-03 09:00:00,60代,女性,1
2019-11-03 10:00:00,20代,女性,1
2019-11-03 10:00:00,50代,女性,1
2019-11-03 12:00:00,20代,女性,1
2019-11-03 12:00:00,30代,男性,1
2019-11-03 12:00:00,40代,女性,2
2019-11-03 12:00:00,70代以上,男性,1
2019-11-03 14:00:00,70代以上,男性,1
2019-11-04 09:00:00,30代,男性,2
2019-11-04 09:00:00,70代以上,女性,1
2019-11-04 10:00:00,20代,女性,1
2019-11-04 10:00:00,30代,男性,2
2019-11-04 12:00:00,20代,女性,1
2019-11-04 12:00:00,50代,女性,1
2019-11-04 12:00:00,70代以上,女性,2
2019-11-04 13:00:00,不明,女性,1
2019-11-05 09:00:00,50代,男性,1
2019-11-05 10:00:00,40代,女性,1
2019-11-05 10:00:00,60代,女性,3
2019-11-05 10:00:00,70代以上,女性,1
2019-11-05 15:00:00,20代,男性,1
2019-11-05 15:00:00,50代,男性,1
2019-11-05 15:00:00,70代以上,男性,1
2019-11-06 11:00:00,50代,女性,1
2019-11-06 11:00:00,60代,女性,1
2019-11-06 11:00:00,70代以上,男性,1
2019-11-06 12:00:00,30代,男性,1
2019-11-06 12:00:00,60代,女性,1
2019-11-06 12:00:00,60代,男性,2
2019-11-06 13:00:00,20代,男性,1
2019-11-06 14:00:00,30代,男性,1
2019-11-06 14:00:00,40代,女性,1
2019-11-06 14:00:00,40代,男性,1
2019-11-06 14:00:00,60代,女性,1
2019-11-06 14:00:00,70代以上,女性,1
2019-11-07 09:00:00,20代,男性,1
2019-11-07 09:00:00,30代,女性,1
2019-11-07 09:00:00,60代,女性,1
2019-11-07 09:00:00,60代,男性,1
2019-11-07 10:00:00,60代,女性,1
2019-11-07 12:00:00,40代,男性,1
2019-11-07 12:00:00,70代以上,女性,1
2019-11-07 13:00:00,20代,女性,1
2019-11-07 13:00:00,30代,女性,1
2019-11-07 13:00:00,60代,男性,1
2019-11-08 09:00:00,30代,男性,1
2019-11-08 09:00:00,40代,女性,2
2019-11-08 09:00:00,50代,男性,1
2019-11-08 09:00:00,60代,女性,1
2019-11-08 11:00:00,50代,男性,1
2019-11-08 12:00:00,10代,女性,1
2019-11-08 12:00:00,20代,男性,1
2019-11-08 12:00:00,60代,女性,2
2019-11-08 12:00:00,70代以上,女性,1
2019-11-09 09:00:00,20代,女性,1
2019-11-09 09:00:00,50代,男性,1
2019-11-09 09:00:00,70代以上,男性,1
2019-11-09 12:00:00,60代,女性,2
2019-11-09 13:00:00,20代,女性,1
2019-11-09 13:00:00,50代,男性,1
2019-11-10 09:00:00,40代,女性,2
2019-11-10 09:00:00,50代,男性,2
2019-11-10 10:00:00,40代,女性,1
2019-11-10 11:00:00,20代,男性,1
2019-11-10 11:00:00,60代,男性,1
2019-11-10 12:00:00,20代,女性,1
2019-11-10 12:00:00,40代,女性,1
2019-11-10 12:00:00,60代,男性,1
2019-11-11 09:00:00,40代,男性,1
2019-11-11 10:00:00,20代,女性,1
2019-11-11 10:00:00,60代,女性,1
2019-11-11 11:00:00,50代,男性,1
2019-11-11 13:00:00,20代,女性,1
2019-11-11 13:00:00,30代,女性,1
2019-11-11 13:00:00,40代,女性,1
2019-11-11 13:00:00,70代以上,男性,1
2019-11-11 14:00:00,40代,男性,1
2019-11-12 09:00:00,30代,男性,1
2019-11-12 09:00:00,40代,男性,1
2019-11-12 09:00:00,50代,女性,1
2019-11-12 09:00:00,60代,女性,1
2019-11-12 09:00:00,60代,男性,1
2019-11-12 12:00:00,50代,女性,1
2019-11-12 12:00:00,50代,男性,1
2019-11-12 12:00:00,60代,男性,3
2019-11-13 09:00:00,50代,女性,1
2019-11-13 09:00:00,60代,女性,1
2019-11-13 10:00:00,60代,女性,2
2019-11-13 10:00:00,70代以上,女性,1
2019-11-13 12:00:00,50代,女性,1
2019-11-13 12:00:00,60代,女性,1
2019-11-13 13:00:00,50代,女性,1
2019-11-13 13:00:00,60代,女性,1
2019-11-13 13:00:00,70代以上,女性,1
2019-11-13 13:00:00,70代以上,男性,1
2019-11-14 09:00:00,30代,男性,1
2019-11-14 09:00:00,60代,女性,1
2019-11-14 10:00:00,60代,女性,1
2019-11-14 12:00:00,30代,女性,1
2019-11-14 13:00:00,50代,女性,1
2019-11-14 13:00:00,70代以上,男性,1
2019-11-14 14:00:00,30代,女性,1
2019-11-14 14:00:00,50代,女性,1
2019-11-14 14:00:00,50代,男性,1
2019-11-15 09:00:00,20代,女性,1
2019-11-15 09:00:00,30代,女性,1
2019-11-15 09:00:00,40代,男性,1
2019-11-15 09:00:00,50代,男性,1
2019-11-16 10:00:00,50代,女性,1
2019-11-16 13:00:00,40代,男性,1
2019-11-16 13:00:00,50代,男性,2
2019-11-16 14:00:00,40代,女性,1
2019-11-16 14:00:00,70代以上,男性,1
2019-11-17 10:00:00,40代,女性,1
2019-11-17 10:00:00,40代,男性,2
2019-11-17 10:00:00,50代,女性,1
2019-11-17 10:00:00,70代以上,女性,1
2019-11-17 14:00:00,40代,男性,1
2019-11-17 14:00:00,50代,男性,1
2019-11-17 14:00:00,60代,女性,1
2019-11-17 14:00:00,70代以上,女性,2
2019-11-17 14:00:00,70代以上,男性,1
2019-11-18 09:00:00,20代,男性,1
2019-11-18 09:00:00,30代,男性,1
2019-11-18 09:00:00,60代,女性,2
2019-11-18 09:00:00,60代,男性,1
2019-11-18 12:00:00,20代,女性,1
2019-11-18 13:00:00,30代,女性,1
2019-11-18 13:00:00,50代,女性,2
2019-11-19 09:00:00,70代以上,女性,1
2019-11-19 09:00:00,70代以上,男性,1
2019-11-19 10:00:00,40代,男性,2
2019-11-19 10:00:00,50代,女性,1
2019-11-19 12:00:00,20代,女性,1
2019-11-19 12:00:00,30代,女性,1
2019-11-19 12:00:00,50代,女性,2
2019-11-20 09:00:00,30代,男性,1
2019-11-20 09:00:00,60代,女性,1
2019-11-20 09:00:00,60代,男性,1
2019-11-20 09:00:00,70代以上,女性,1
2019-11-20 10:00:00,30代,女性,1
2019-11-20 13:00:00,20代,女性,1
2019-11-20 13:00:00,60代,女性,1
2019-11-20 13:00:00,60代,男性,1
2019-11-20 14:00:00,30代,男性,1
2019-11-21 09:00:00,40代,男性,1
2019-11-21 09:00:00,50代,男性,2
2019-11-21 09:00:00,60代,女性,1
2019-11-21 09:00:00,60代,男性,1
2019-11-21 11:00:00,50代,男性,1
2019-11-21 11:00:00,60代,女性,1
2019-11-21 12:00:00,20代,男性,1
2019-11-21 12:00:00,40代,女性,1
2019-11-21 12:00:00,50代,男性,1
2019-11-22 09:00:00,20代,女性,1
2019-11-22 09:00:00,30代,女性,1
2019-11-22 09:00:00,60代,女性,2
2019-11-22 09:00:00,60代,男性,1
2019-11-22 12:00:00,20代,男性,1
2019-11-22 12:00:00,40代,男性,1
2019-11-22 14:00:00,30代,女性,1
2019-11-22 14:00:00,40代,女性,1
2019-11-22 14:00:00,50代,女性,1
2019-11-22 14:00:00,50代,男性,1
2019-11-23 09:00:00,40代,女性,1
2019-11-23 09:00:00,50代,女性,1
2019-11-23 09:00:00,60代,男性,1
2019-11-23 09:00:00,不明,女性,1
2019-11-23 10:00:00,50代,女性,1
2019-11-23 12:00:00,20代,女性,1
2019-11-23 12:00:00,30代,女性,1
2019-11-23 12:00:00,60代,男性,1
2019-11-24 11:00:00,70代以上,男性,1
2019-11-24 12:00:00,20代,男性,1
2019-11-24 12:00:00,40代,男性,1
2019-11-24 13:00:00,30代,女性,1
2019-11-24 13:00:00,30代,男性,1
2019-11-24 13:00:00,50代,女性,1
2019-11-24 14:00:00,30代,女性,1
2019-11-24 14:00:00,40代,女性,2
2019-11-25 09:00:00,50代,女性,1
2019-11-25 09:00:00,50代,男性,1
2019-11-25 10:00:00,60代,男性,1
2019-11-25 11:00:00,60代,女性,1
2019-11-25 12:00:00,30代,女性,1
2019-11-25 12:00:00,60代,女性,2
2019-11-25 15:00:00,40代,男性,1
2019-11-25 15:00:00,60代,女性,1
2019-11-26 09:00:00,30代,女性,1
2019-11-26 09:00:00,40代,男性,1
2019-11-26 09:00:00,50代,女性,2
2019-11-26 09:00:00,60代,女性,1
2019-11-26 12:00:00,40代,女性,1
2019-11-26 12:00:00,50代,女性,1
2019-11-26 13:00:00,20代,女性,1
2019-11-26 13:00:00,50代,女性,1
2019-11-27 09:00:00,30代,男性,1
2019-11-27 09:00:00,60代,男性,1
2019-11-27 09:00:00,70代以上,男性,1
2019-11-27 12:00:00,20代,女性,1
2019-11-27 12:00:00,40代,女性,1
2019-11-27 12:00:00,60代,男性,1
2019-11-27 13:00:00,50代,女性,1
2019-11-27 13:00:00,不明,女性,1
2019-11-28 09:00:00,30代,女性,1
2019-11-28 09:00:00,40代,女性,1
2019-11-28 09:00:00,60代,女性,1
2019-11-28 09:00:00,70代以上,女性,1
2019-11-28 12:00:00,70代以上,男性,1
2019-11-28 13:00:00,50代,女性,1
2019-11-28 13:00:00,50代,男性,1
2019-11-28 13:00:00,60代,男性,2
2019-11-29 09:00:00,20代,女性,2
2019-11-29 09:00:00,60代,女性,1
2019-11-29 09:00:00,60代,男性,1
2019-11-29 10:00:00,70代以上,女性,1
2019-11-29 11:00:00,30代,女性,1
2019-11-29 11:00:00,40代,女性,1
2019-11-29 12:00:00,30代,男性,1
2019-11-29 14:00:00,20代,女性,1
2019-11-29 14:00:00,50代,男性,1
2019-11-30 09:00:00,20代,女性,1
2019-11-30 09:00:00,60代,男性,1
2019-11-30 10:00:00,60代,女性,1
2019-11-30 10:00:00,60代,男性,1
2019-11-30 10:00:00,70代以上,男性,1
2019-11-30 11:00:00,30代,女性,1
2019-11-30 11:00:00,50代,女性,1
2019-11-30 12:00:00,50代,男性,1
2019-11-30 12:00:00,60代,女性,1
2019-11-30 12:00:00,60代,男性,1
2019-12-01 09:00:00,40代,女性,2
2019-12-01 09:00:00,50代,女性,1
2019-12-01 09:00:00,60代,男性,1
2019-12-01 10:00:00,20代,女性,1
2019-12-01 11:00:00,60代,女性,1
2019-12-02 09:00:00,70代以上,女性,2
2019-12-02 10:00:00,60代,女性,1
2019-12-02 11:00:00,60代,男性,1
2019-12-02 11:00:00,70代以上,女性,1
2019-12-02 13:00:00,40代,女性,1
2019-12-02 13:00:00,40代,男性,1
2019-12-02 13:00:00,50代,男性,2
2019-12-03 09:00:00,50代,女性,1
2019-12-03 09:00:00,50代,男性,1
2019-12-03 09:00:00,60代,男性,1
2019-12-03 09:00:00,70代以上,男性,2
2019-12-03 12:00:00,10代,女性,1
2019-12-03 12:00:00,20代,男性,1
2019-12-03 12:00:00,60代,女性,1
2019-12-03 12:00:00,70代以上,女性,1
2019-12-03 12:00:00,70代以上,男性,1
2019-12-04 09:00:00,50代,男性,1
2019-12-04 09:00:00,60代,男性,2
2019-12-04 09:00:00,70代以上,女性,1
2019-12-04 10:00:00,60代,男性,1
